file,tag,android:id,android:text,android:hint,android:inputType,android:contentDescription,android:checked,android:enabled,android:maxLength,android:autofillHints
res/layout/bottom_sheet_family_plan_edit_member.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A05AF,@7F130B81,,,,,,,
res/layout/bottom_sheet_family_plan_invite.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A002B,,,,,,,,
res/layout/bottom_sheet_family_plan_invite.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0DE6,,,,,,,,
res/layout/bottom_sheet_family_plan_invite_reminder.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A002B,@7F130863,,,,,,,
res/layout/bottom_sheet_family_plan_invite_reminder.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0DE6,@7F13004E,,,,,,,
res/layout/bottom_sheet_family_plan_leave.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A03F1,@7F130998,,,,,,,
res/layout/bottom_sheet_family_plan_leave.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A05AF,,,,,,,,
res/layout/bottom_sheet_family_plan_mid_lesson.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A03F1,@7F13031A,,,,,,,
res/layout/bottom_sheet_feed_no_friends_reactions.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0CE3,@7F130C78,,,,,,,
res/layout/bottom_sheet_feed_no_friends_reactions.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0F38,@7F130A9B,,,,,,,
res/layout/bottom_sheet_force_connect_phone.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A07FB,@7F130F1C,,,,,,,
res/layout/bottom_sheet_force_connect_phone.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0BC1,@7F130B8C,,,,,,,
res/layout/bottom_sheet_friends_streak_loss.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0F38,@7F130A9B,,,,,,,
res/layout/bottom_sheet_friends_streak_offer.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0CE3,@7F1309B6,,,,,,,
res/layout/bottom_sheet_friends_streak_offer.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0F38,@7F130B81,,,,,,,
res/layout/bottom_sheet_home_message.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A08A6,,,,,,,,
res/layout/bottom_sheet_home_message.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A08A7,,,,,,,,
res/layout/bottom_sheet_immersive_family_plan_owner_offboarding.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0CE3,@7F1308A7,,,,,,,
res/layout/bottom_sheet_immersive_family_plan_owner_offboarding.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0F38,@7F130B81,,,,,,,
res/layout/bottom_sheet_immersive_family_plan_owner_offboarding_no_secondaries.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0215,@7F13070B,,,,,,,
res/layout/bottom_sheet_immersive_family_plan_secondary_offboarding.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0CE3,,,,,,,,
res/layout/bottom_sheet_immersive_family_plan_secondary_offboarding.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0F38,@7F130B81,,,,,,,
res/layout/bottom_sheet_immersive_plus_promo.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A109A,,,,,,,,
res/layout/bottom_sheet_immersive_plus_promo.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0F38,,,,,,,,
res/layout/bottom_sheet_kanji_drawer.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0374,@7F1301FC,,,,,,,
